PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date
28715293,SURVEILLANCE FOR ANTIBODIES AGAINST SIX CANINE VIRUSES IN WILD RACCOONS (PROCYON LOTOR) IN JAPAN,"Aoki E, Soma T, Yokoyama M, Matsubayashi M, Sasai K.",J Wildl Dis. 2017 Oct;53(4):761-768. doi: 10.7589/2016-11-253. Epub 2017 Jul 17.,Aoki E,J Wildl Dis,2017,2017/07/18
28705717,Whole-genome characterization of Uruguayan strains of avian infectious bronchitis virus reveals extensive recombination between the two major South American lineages,"Marandino A, Tomás G, Panzera Y, Greif G, Parodi-Talice A, Hernández M, Techera C, Hernández D, Pérez R.",Infect Genet Evol. 2017 Oct;54:245-250. doi: 10.1016/j.meegid.2017.07.009. Epub 2017 Jul 10.,Marandino A,Infect Genet Evol,2017,2017/07/15
28689232,Co-circulation of three clusters of 793/B-like avian infectious bronchitis virus genotypes in Iranian chicken flocks,"Kalokhoran AY, Ghalyanchilangeroudi A, Hosseini H, Madadgar O, Karimi V, Hashemzadeh M, Hesari P, Zabihi Petroudi MT, Najafi H.",Arch Virol. 2017 Oct;162(10):3183-3189. doi: 10.1007/s00705-017-3473-3. Epub 2017 Jul 8.,Kalokhoran AY,Arch Virol,2017,2017/07/10
28653496,Middle East respiratory syndrome coronavirus experimental transmission using a pig model,"Vergara-Alert J, Raj VS, Muñoz M, Abad FX, Cordón I, Haagmans BL, Bensaid A, Segalés J.",Transbound Emerg Dis. 2017 Oct;64(5):1342-1345. doi: 10.1111/tbed.12668. Epub 2017 Jun 26.,Vergara-Alert J,Transbound Emerg Dis,2017,2017/06/28
28633583,Severe viral pneumonia in adults: what is important for the ICU physician?,"Gattarello S, Rello J.",Hosp Pract (1995). 2017 Oct;45(4):131-134. doi: 10.1080/21548331.2017.1345280. Epub 2017 Jun 26.,Gattarello S,Hosp Pract (1995),2017,2017/06/22
28606432,A cohort-study of patients suspected for MERS-CoV in a referral hospital in Saudi Arabia,"Al-Tawfiq JA, Alfaraj SH, Altuwaijri TA, Memish ZA.",J Infect. 2017 Oct;75(4):378-379. doi: 10.1016/j.jinf.2017.06.002. Epub 2017 Jun 9.,Al-Tawfiq JA,J Infect,2017,2017/06/14
28516200,Respiratory viral infections are underdiagnosed in patients with suspected sepsis,"Ljungström LR, Jacobsson G, Claesson BEB, Andersson R, Enroth H.",Eur J Clin Microbiol Infect Dis. 2017 Oct;36(10):1767-1776. doi: 10.1007/s10096-017-2990-z. Epub 2017 May 17.,Ljungström LR,Eur J Clin Microbiol Infect Dis,2017,2017/05/19
28493345,IL-10 expression in pyramidal neurons after neuropathogenic coronaviral infection,"Kakizaki M, Watanabe R.",Neuropathology. 2017 Oct;37(5):398-406. doi: 10.1111/neup.12386. Epub 2017 May 11.,Kakizaki M,Neuropathology,2017,2017/05/12
28457597,Global epidemiology of non-influenza RNA respiratory viruses: data gaps and a growing need for surveillance,"Tang JW, Lam TT, Zaraket H, Lipkin WI, Drews SJ, Hatchette TF, Heraud JM, Koopmans MP; INSPIRE investigators.",Lancet Infect Dis. 2017 Oct;17(10):e320-e326. doi: 10.1016/S1473-3099(17)30238-4. Epub 2017 Apr 28.,Tang JW,Lancet Infect Dis,2017,2017/05/02
28438630,"Identification of anti-viral activity of the cardenolides, Na(+)/K(+)-ATPase inhibitors, against porcine transmissible gastroenteritis virus","Yang CW, Chang HY, Hsu HY, Lee YZ, Chang HS, Chen IS, Lee SJ.",Toxicol Appl Pharmacol. 2017 Oct 1;332:129-137. doi: 10.1016/j.taap.2017.04.017. Epub 2017 Apr 23.,Yang CW,Toxicol Appl Pharmacol,2017,2017/04/26
28188693,"Two Distinct Genotypes of Porcine Epidemic Diarrhoea Virus in Vaccinated Pig Flocks in Shandong Province of China, 2012-2015","Zhang Y, Tian Y, Lin SL, Sun SF, Chen J, Wang GS, Tian FL, Jiang SJ.",Transbound Emerg Dis. 2017 Oct;64(5):1549-1556. doi: 10.1111/tbed.12546. Epub 2017 Feb 10.,Zhang Y,Transbound Emerg Dis,2017,2017/02/12
27943329,"Viral pathogens among elderly people with acute respiratory infections in Shanghai, China: Preliminary results from a laboratory-based surveillance, 2012-2015","Ye C, Zhu W, Yu J, Li Z, Fu Y, Lan Y, Lai S, Wang Y, Pan L, Sun Q, Zhao G.",J Med Virol. 2017 Oct;89(10):1700-1706. doi: 10.1002/jmv.24751. Epub 2017 Jul 6.,Ye C,J Med Virol,2017,2016/12/13
29166280,Differentiation of infectious bronchitis virus vaccine strains Ma5 and 4/91 by TaqMan real-time PCR,"Stenzel T, Dziewulska D, Śmiałek M, Tykałowski B, Kowalczyk J, Koncicki A.",Pol J Vet Sci. 2017 Sep 26;20(3):599-601. doi: 10.1515/pjvs-2017-0073.,Stenzel T,Pol J Vet Sci,2017,2017/11/23
28946696,Immunogenicity of eGFP-Marked Recombinant Lactobacillus casei against Transmissible Gastroenteritis Virus and Porcine Epidemic Diarrhea Virus,"Yu M, Wang L, Ma S, Wang X, Wang Y, Xiao Y, Jiang Y, Qiao X, Tang L, Xu Y, Li Y.",Viruses. 2017 Sep 25;9(10):274. doi: 10.3390/v9100274.,Yu M,Viruses,2017,2017/09/27
28937583,Infectious Bronchitis Virus Variants: Molecular Analysis and Pathogenicity Investigation,"Lin SY, Chen HW.",Int J Mol Sci. 2017 Sep 22;18(10):2030. doi: 10.3390/ijms18102030.,Lin SY,Int J Mol Sci,2017,2017/09/23
28934984,A simple and rapid identification method for newly emerged porcine Deltacoronavirus with loop-mediated isothermal amplification,"Zhang F, Ye Y, Song D, Guo N, Peng Q, Li A, Zhou X, Chen Y, Zhang M, Huang D, Tang Y.",Biol Res. 2017 Sep 21;50(1):30. doi: 10.1186/s40659-017-0135-6.,Zhang F,Biol Res,2017,2017/09/23
28914780,Public Health Network Structure and Collaboration Effectiveness during the 2015 MERS Outbreak in South Korea: An Institutional Collective Action Framework,"Kim K, Andrew SA, Jung K.",Int J Environ Res Public Health. 2017 Sep 15;14(9):1064. doi: 10.3390/ijerph14091064.,Kim K,Int J Environ Res Public Health,2017,2017/09/16
28910268,"Assessment of Hospital Emergency Department Response to Potentially Infectious Diseases Using Unannounced Mystery Patient Drills - New York City, 2016","Foote MMK, Styles TS, Quinn CL.",MMWR Morb Mortal Wkly Rep. 2017 Sep 15;66(36):945-949. doi: 10.15585/mmwr.mm6636a2.,Foote MMK,MMWR Morb Mortal Wkly Rep,2017,2017/09/15
28710271,Novel Alphacoronaviruses and Paramyxoviruses Cocirculate with Type 1 and Severe Acute Respiratory System (SARS)-Related Betacoronaviruses in Synanthropic Bats of Luxembourg,"Pauly M, Pir JB, Loesch C, Sausy A, Snoeck CJ, Hübschen JM, Muller CP.",Appl Environ Microbiol. 2017 Aug 31;83(18):e01326-17. doi: 10.1128/AEM.01326-17. Print 2017 Sep 15.,Pauly M,Appl Environ Microbiol,2017,2017/07/16
28906430,Identification of a Novel Inhibitor against Middle East Respiratory Syndrome Coronavirus,"Sun Y, Zhang H, Shi J, Zhang Z, Gong R.",Viruses. 2017 Sep 14;9(9):255. doi: 10.3390/v9090255.,Sun Y,Viruses,2017,2017/09/15
28902913,Identification of diverse viruses in upper respiratory samples in dromedary camels from United Arab Emirates,"Li Y, Khalafalla AI, Paden CR, Yusof MF, Eltahir YM, Al Hammadi ZM, Tao Y, Queen K, Hosani FA, Gerber SI, Hall AJ, Al Muhairi S, Tong S.",PLoS One. 2017 Sep 13;12(9):e0184718. doi: 10.1371/journal.pone.0184718. eCollection 2017.,Li Y,PLoS One,2017,2017/09/14
28900197,Structural insights into the Middle East respiratory syndrome coronavirus 4a protein and its dsRNA binding mechanism,"Batool M, Shah M, Patra MC, Yesudhas D, Choi S.",Sci Rep. 2017 Sep 12;7(1):11362. doi: 10.1038/s41598-017-11736-6.,Batool M,Sci Rep,2017,2017/09/14
28900101,Impact of Comorbidity on Fatality Rate of Patients with Middle East Respiratory Syndrome,"Yang YM, Hsu CY, Lai CC, Yen MF, Wikramaratna PS, Chen HH, Wang TH.",Sci Rep. 2017 Sep 12;7(1):11307. doi: 10.1038/s41598-017-10402-1.,Yang YM,Sci Rep,2017,2017/09/14
28959255,Immunological Control of Viral Infections in Bats and the Emergence of Viruses Highly Pathogenic to Humans,"Schountz T, Baker ML, Butler J, Munster V.",Front Immunol. 2017 Sep 11;8:1098. doi: 10.3389/fimmu.2017.01098. eCollection 2017.,Schountz T,Front Immunol,2017,2017/09/30
28893197,The predictors of 3- and 30-day mortality in 660 MERS-CoV patients,Ahmed AE.,BMC Infect Dis. 2017 Sep 11;17(1):615. doi: 10.1186/s12879-017-2712-2.,Ahmed AE,BMC Infect Dis,2017,2017/09/13
28624700,"Discovery of unsymmetrical aromatic disulfides as novel inhibitors of SARS-CoV main protease: Chemical synthesis, biological evaluation, molecular docking and 3D-QSAR study","Wang L, Bao BB, Song GQ, Chen C, Zhang XM, Lu W, Wang Z, Cai Y, Li S, Fu S, Song FH, Yang H, Wang JG.",Eur J Med Chem. 2017 Sep 8;137:450-461. doi: 10.1016/j.ejmech.2017.05.045. Epub 2017 Jun 9.,Wang L,Eur J Med Chem,2017,2017/06/19
28566289,Microtubule-assisted altered trafficking of astrocytic gap junction protein connexin 43 is associated with depletion of connexin 47 during mouse hepatitis virus infection,"Basu R, Bose A, Thomas D, Das Sarma J.",J Biol Chem. 2017 Sep 8;292(36):14747-14763. doi: 10.1074/jbc.M117.786491. Epub 2017 May 31.,Basu R,J Biol Chem,2017,2017/06/02
28883628,Virulence of current German PEDV strains in suckling pigs and investigation of protective effects of maternally derived antibodies,"Leidenberger S, Schröder C, Zani L, Auste A, Pinette M, Ambagala A, Nikolin V, de Smit H, Beer M, Blome S.",Sci Rep. 2017 Sep 7;7(1):10825. doi: 10.1038/s41598-017-11160-w.,Leidenberger S,Sci Rep,2017,2017/09/09
28883450,Virome analysis for identification of novel mammalian viruses in bats from Southeast China,"Hu D, Zhu C, Wang Y, Ai L, Yang L, Ye F, Ding C, Chen J, He B, Zhu J, Qian H, Xu W, Feng Y, Tan W, Wang C.",Sci Rep. 2017 Sep 7;7(1):10917. doi: 10.1038/s41598-017-11384-w.,Hu D,Sci Rep,2017,2017/09/09
28880958,"Think globally, act locally: Phylodynamic reconstruction of infectious bronchitis virus (IBV) QX genotype (GI-19 lineage) reveals different population dynamics and spreading patterns when evaluated on different epidemiological scales","Franzo G, Massi P, Tucciarone CM, Barbieri I, Tosi G, Fiorentini L, Ciccozzi M, Lavazza A, Cecchinato M, Moreno A.",PLoS One. 2017 Sep 7;12(9):e0184401. doi: 10.1371/journal.pone.0184401. eCollection 2017.,Franzo G,PLoS One,2017,2017/09/08
28872588,Ultrastructural Characterization of Membrane Rearrangements Induced by Porcine Epidemic Diarrhea Virus Infection,"Zhou X, Cong Y, Veenendaal T, Klumperman J, Shi D, Mari M, Reggiori F.",Viruses. 2017 Sep 5;9(9):251. doi: 10.3390/v9090251.,Zhou X,Viruses,2017,2017/09/06
32288661,Management of Patient Flow in Vascular and Interventional Radiology During MERS-CoV Outbreak,"Lomongo S, Alyousef K, Mustonen R, Othman K.",J Radiol Nurs. 2017 Sep;36(3):184-187. doi: 10.1016/j.jradnu.2017.06.003. Epub 2017 Aug 30.,Lomongo S,J Radiol Nurs,2017,2020/04/15
29187338,Effects of interleukin 17A (IL-17A) neutralization on murine hepatitis virus (MHV-A59) infection,"Aparicio JL, Ottobre M, Duhalde Vega M, Coutelier JP, Van Snick J, Retegui LA.",Eur Cytokine Netw. 2017 Sep 1;28(3):111-119. doi: 10.1684/ecn.2017.0399.,Aparicio JL,Eur Cytokine Netw,2017,2017/12/01
29026532,Origins and pathogenesis of Middle East respiratory syndrome-associated coronavirus: recent advances,"Goldstein SA, Weiss SR.",F1000Res. 2017 Sep 1;6:1628. doi: 10.12688/f1000research.11827.1. eCollection 2017.,Goldstein SA,F1000Res,2017,2017/10/14
28991605,"Exploring Nursing Intention, Stress, and Professionalism in Response to Infectious Disease Emergencies: The Experience of Local Public Hospital Nurses During the 2015 MERS Outbreak in South Korea","Oh N, Hong N, Ryu DH, Bae SG, Kam S, Kim KY.",Asian Nurs Res (Korean Soc Nurs Sci). 2017 Sep;11(3):230-236. doi: 10.1016/j.anr.2017.08.005. Epub 2017 Aug 21.,Oh N,Asian Nurs Res (Korean Soc Nurs Sci),2017,2017/10/10
28957013,Isolation and Molecular Characterization of Novel Infectious Bronchitis Virus Variants from Vaccinated Broiler Flocks in Egypt,"Abdel-Sabour MA, Al-Ebshahy EM, Khaliel SA, Abdel-Wanis NA, Yanai T.",Avian Dis. 2017 Sep;61(3):307-310. doi: 10.1637/11566-121516-RegR.,Abdel-Sabour MA,Avian Dis,2017,2017/09/29
28957002,Infectious Bronchitis Virus S2 of 4/91 Expressed from Recombinant Virus Does Not Protect Against Ark-Type Challenge,"Eldemery F, Li Y, Yu Q, van Santen VL, Toro H.",Avian Dis. 2017 Sep;61(3):397-401. doi: 10.1637/11632-032017-ResNoteR.,Eldemery F,Avian Dis,2017,2017/09/29
28956996,Understanding Immune Resistance to Infectious Bronchitis Using Major Histocompatibility Complex Chicken Lines,"da Silva AP, Hauck R, Zhou H, Gallardo RA.",Avian Dis. 2017 Sep;61(3):358-365. doi: 10.1637/11666-050117-RegR.,da Silva AP,Avian Dis,2017,2017/09/29
28889153,Medical residents' attitudes and emotions related to Middle East respiratory syndrome in Saudi Arabia. A cross-sectional study,"Aldrees T, Al Ghobain M, Alenezi A, Alqaryan S, Aldadeeb D, Alotaibi N, Alzahrani K, Alharethy S.",Saudi Med J. 2017 Sep;38(9):942-947. doi: 10.15537/smj.2017.9.20626.,Aldrees T,Saudi Med J,2017,2017/09/11
28888653,"Porcine epidemic diarrhea virus does not replicate in porcine monocyte-derived dendritic cells, but activates the transcription of type I interferon and chemokine","Wang X, Ohnstad M, Nelsen A, Nelson E.",Vet Microbiol. 2017 Sep;208:77-81. doi: 10.1016/j.vetmic.2017.07.014. Epub 2017 Jul 17.,Wang X,Vet Microbiol,2017,2017/09/11
28855003,A review of candidate therapies for Middle East respiratory syndrome from a molecular perspective,"Rabaan AA, Alahmed SH, Bazzi AM, Alhani HM.",J Med Microbiol. 2017 Sep;66(9):1261-1274. doi: 10.1099/jmm.0.000565. Epub 2017 Aug 31.,Rabaan AA,J Med Microbiol,2017,2017/09/01
28840816,"A persistently infecting coronavirus in hibernating Myotis lucifugus, the North American little brown bat","Subudhi S, Rapin N, Bollinger TK, Hill JE, Donaldson ME, Davy CM, Warnecke L, Turner JM, Kyle CJ, Willis CKR, Misra V.",J Gen Virol. 2017 Sep;98(9):2297-2309. doi: 10.1099/jgv.0.000898. Epub 2017 Aug 25.,Subudhi S,J Gen Virol,2017,2017/08/26
28836842,Evaluation of the effect of serum antibody abundance against bovine coronavirus on bovine coronavirus shedding and risk of respiratory tract disease in beef calves from birth through the first five weeks in a feedlot,"Workman AM, Kuehn LA, McDaneld TG, Clawson ML, Chitko-McKown CG, Loy JD.",Am J Vet Res. 2017 Sep;78(9):1065-1076. doi: 10.2460/ajvr.78.9.1065.,Workman AM,Am J Vet Res,2017,2017/08/25
28820379,"Conveyance Contact Investigation for Imported Middle East Respiratory Syndrome Cases, United States, May 2014","Lippold SA, Objio T, Vonnahme L, Washburn F, Cohen NJ, Chen TH, Edelson PJ, Gulati R, Hale C, Harcourt J, Haynes L, Jewett A, Jungerman R, Kohl KS, Miao C, Pesik N, Regan JJ, Roland E, Schembri C, Schneider E, Tamin A, Tatti K, Alvarado-Ramy F.",Emerg Infect Dis. 2017 Sep;23(9):1585-1589. doi: 10.3201/eid2309.170365.,Lippold SA,Emerg Infect Dis,2017,2017/08/19
28820366,Determination of Ferret Enteric Coronavirus Genome in Laboratory Ferrets,"Li TC, Yoshizaki S, Kataoka M, Doan YH, Ami Y, Suzaki Y, Nakamura T, Takeda N, Wakita T.",Emerg Infect Dis. 2017 Sep;23(9):1568-1570. doi: 10.3201/eid2309.160215.,Li TC,Emerg Infect Dis,2017,2017/08/19
28805465,"What We Are Watching-Top Global Infectious Disease Threats, 2013-2016: An Update from CDC's Global Disease Detection Operations Center","Christian KA, Iuliano AD, Uyeki TM, Mintz ED, Nichol ST, Rollin P, Staples JE, Arthur RR.",Health Secur. 2017 Sep/Oct;15(5):453-462. doi: 10.1089/hs.2017.0004. Epub 2017 Aug 14.,Christian KA,Health Secur,2017,2017/08/15
28802180,New episode of Middle East Respiratory Syndrome Coronavirus outbreak in Saudi Arabia: an emerging public health threat,"Khan AW, Taylor-Robinson AW, Nasim Z, Zahir F, Ali A, Ali S.",Public Health. 2017 Sep;150:149-151. doi: 10.1016/j.puhe.2017.07.016. Epub 2017 Aug 10.,Khan AW,Public Health,2017,2017/08/13
28780424,The cholesterol transport inhibitor U18666A inhibits type I feline coronavirus infection,"Takano T, Endoh M, Fukatsu H, Sakurada H, Doki T, Hohdatsu T.",Antiviral Res. 2017 Sep;145:96-102. doi: 10.1016/j.antiviral.2017.07.022. Epub 2017 Aug 3.,Takano T,Antiviral Res,2017,2017/08/07
28779659,Retrospective use of next-generation sequencing reveals the presence of Enteroviruses in acute influenza-like illness respiratory samples collected in South/South-East Asia during 2010-2013,"Rutvisuttinunt W, Klungthong C, Thaisomboonsuk B, Chinnawirotpisan P, Ajariyakhajorn C, Manasatienkij W, Phonpakobsin T, Lon C, Saunders D, Wangchuk S, Shrestha SK, Velasco JMS, Alera MTP, Simasathien S, Buddhari D, Jarman RG, Macareo LR, Yoon IK, Fernandez S.",J Clin Virol. 2017 Sep;94:91-99. doi: 10.1016/j.jcv.2017.07.004. Epub 2017 Jul 14.,Rutvisuttinunt W,J Clin Virol,2017,2017/08/06
28757082,A proposal for the eradication of Middle East respiratory syndrome,"Yoo SJ, Lee K.",Am J Infect Control. 2017 Sep 1;45(9):1052-1053. doi: 10.1016/j.ajic.2017.06.001. Epub 2017 Jul 27.,Yoo SJ,Am J Infect Control,2017,2017/08/01
28728926,Diagnostic delays in 537 symptomatic cases of Middle East respiratory syndrome coronavirus infection in Saudi Arabia,Ahmed AE.,Int J Infect Dis. 2017 Sep;62:47-51. doi: 10.1016/j.ijid.2017.07.008. Epub 2017 Jul 17.,Ahmed AE,Int J Infect Dis,2017,2017/07/22
28716208,"Spatial dynamics of porcine epidemic diarrhea (PED) spread in the southern Kyushu, Japan","Sasaki Y, Toyomaki H, Sekiguchi S, Sueyoshi M, Makita K, Otake S, Perez A, Alvarez J.",Prev Vet Med. 2017 Sep 1;144:81-88. doi: 10.1016/j.prevetmed.2017.05.025. Epub 2017 Jun 3.,Sasaki Y,Prev Vet Med,2017,2017/07/19
28711219,"Effect of feeding three lysine to energy diets on growth, body composition and age at puberty in replacement gilts","Díaz JAC, Vallet JL, Boyd RD, Lents CA, Prince TJ, DeDecker AE, Phillips CE, Foxcroft G, Stalder KJ.",Anim Reprod Sci. 2017 Sep;184:1-10. doi: 10.1016/j.anireprosci.2017.06.007. Epub 2017 Jun 23.,Díaz JAC,Anim Reprod Sci,2017,2017/07/17
28703921,Estimating and modelling the transmissibility of Middle East Respiratory Syndrome CoronaVirus during the 2015 outbreak in the Republic of Korea,"Zhang XS, Pebody R, Charlett A, de Angelis D, Birrell P, Kang H, Baguelin M, Choi YH.",Influenza Other Respir Viruses. 2017 Sep;11(5):434-444. doi: 10.1111/irv.12467. Epub 2017 Aug 17.,Zhang XS,Influenza Other Respir Viruses,2017,2017/07/14
28686880,Chicken mannose binding lectin has antiviral activity towards infectious bronchitis virus,"Zhang W, Bouwman KM, van Beurden SJ, Ordonez SR, van Eijk M, Haagsman HP, Verheije MH, Veldhuizen EJA.",Virology. 2017 Sep;509:252-259. doi: 10.1016/j.virol.2017.06.028. Epub 2017 Jul 4.,Zhang W,Virology,2017,2017/07/08
28677421,Molecular detection of viral agents in free-ranging and captive neotropical felids in Brazil,"Furtado MM, Taniwaki SA, de Barros IN, Brandão PE, Catão-Dias JL, Cavalcanti S, Cullen L, Filoni C, Jácomo ATA, Jorge RSP, Silva NDS, Silveira L, Ferreira Neto JS.",J Vet Diagn Invest. 2017 Sep;29(5):660-668. doi: 10.1177/1040638717720245. Epub 2017 Jul 5.,Furtado MM,J Vet Diagn Invest,2017,2017/07/06
28673837,Respiratory viruses detected in Mexican children younger than 5 years old with community-acquired pneumonia: a national multicenter study,"Wong-Chew RM, García-León ML, Noyola DE, Perez Gonzalez LF, Gaitan Meza J, Vilaseñor-Sierra A, Martinez-Aguilar G, Rivera-Nuñez VH, Newton-Sánchez OA, Firo-Reyes V, Del Río-Almendarez CN, González-Rodríguez AP, Ortiz-García ER, Navarrete-Navarro S, Soria-Rodríguez C, Carrasco-Castillo A, Sánchez-Medina E, López-Martínez I, Hernández-Andrade T, Alpuche-Aranda CM, Santos-Preciado JI.",Int J Infect Dis. 2017 Sep;62:32-38. doi: 10.1016/j.ijid.2017.06.020. Epub 2017 Jun 30.,Wong-Chew RM,Int J Infect Dis,2017,2017/07/05
28654418,"A New Bat-HKU2-like Coronavirus in Swine, China, 2017","Gong L, Li J, Zhou Q, Xu Z, Chen L, Zhang Y, Xue C, Wen Z, Cao Y.",Emerg Infect Dis. 2017 Sep;23(9):1607-9. doi: 10.3201/eid2309.170915. Epub 2017 Sep 17.,Gong L,Emerg Infect Dis,2017,2017/06/28
28647506,The S2 glycoprotein subunit of porcine epidemic diarrhea virus contains immunodominant neutralizing epitopes,"Okda FA, Lawson S, Singrey A, Nelson J, Hain KS, Joshi LR, Christopher-Hennings J, Nelson EA, Diel DG.",Virology. 2017 Sep;509:185-194. doi: 10.1016/j.virol.2017.06.013. Epub 2017 Jun 23.,Okda FA,Virology,2017,2017/06/26
28646651,"Use of Sequence-Independent, Single-Primer-Amplification (SISPA) for rapid detection, identification, and characterization of avian RNA viruses","Chrzastek K, Lee DH, Smith D, Sharma P, Suarez DL, Pantin-Jackwood M, Kapczynski DR.",Virology. 2017 Sep;509:159-166. doi: 10.1016/j.virol.2017.06.019. Epub 2017 Jun 21.,Chrzastek K,Virology,2017,2017/06/25
